WMO_INDEX,GSOD,GHCN,MAKT
25282,252820-99999,RSM00025282,Yes
25325,253250-99999,RSM00025325,Yes
25356,253560-99999,RSM00025356,Yes
25378,253780-99999,RSM00025378,Yes
25399,253990-99999,RSM00025399,Yes
25400,254000-99999,RSM00025400,Yes
25428,254280-99999,RSM00025428,Yes
25503,255030-99999,RSM00025503,Yes
25538,255380-99999,RSM00025538,Yes
25551,255510-99999,RSM00025551,Yes
25561,255610-99999,,Yes
25563,255630-99999,RSM00025563,Yes
25594,255940-99999,RSM00025594,Yes
25703,257030-99999,RSM00025703,Yes
25705,257050-99999,RSM00025705,Yes
25715,257150-99999,RSM00025715,Yes
25744,257440-99999,,
25745,257450-99999,RSM00025745,Yes
25767,257670-99999,RSM00025767,Yes
25912,259120-99999,RSM00025912,Yes
25913,259130-99999,RSM00025913,Yes
25916,259160-99999,RSM00025916,Yes
25922,259220-99999,RSM00025922,Yes
25927,259270-99999,RSM00025927,Yes
25932,259320-99999,RSM00025932,Yes
25954,259540-99999,RSM00025954,Yes
25956,259560-99999,RSM00025956,Yes
26038,260380-99999,EN000026038,Yes
26045,260450-99999,EN000026045,Yes
26059,260590-99999,RSM00026059,Yes
26063,260630-99999,RSM00026063,Yes
26069,260690-99999,RSM00026069,Yes
26078,260780-99999,RSM00026078,Yes
26094,260940-99999,RSM00026094,Yes
26134,261340-99999,EN000026134,Yes
26144,261440-99999,EN000026144,Yes
26157,261570-99999,RSM00026157,Yes
26167,261670-99999,RSM00026167,Yes
26179,261790-99999,RSM00026179,Yes
26214,262140-99999,ENE00100914,Yes
26227,262270-99999,LG000026227,Yes
26233,262330-99999,EN000026214,Yes
26242,262420-99999,EN000026242,Yes
26249,262490-99999,EN000026249,Yes
26258,262580-99999,RSM00026258,Yes
26268,262680-99999,RSM00026268,Yes
26275,262750-99999,RSM00026275,Yes
26291,262910-99999,RSM00026291,Yes
26298,262980-99999,RSM00026298,Yes
26313,263130-99999,LG000026313,Yes
26339,263390-99999,LG000026339,Yes
26348,263480-99999,LG000026348,Yes
26359,263590-99999,RSM00026359,Yes
26378,263780-99999,RSM00026378,Yes
26389,263890-99999,RSM00026389,Yes
26393,263930-99999,RSM00026393,Yes
26406,264060-99999,LG000026406,Yes
26477,264770-99999,RSM00026477,Yes
26479,264790-99999,RSM00026479,Yes
26499,264990-99999,RSM00026499,Yes
26509,265090-99999,LH000026509,Yes
26544,265440-99999,LG000026544,Yes
26585,265850-99999,RSM00026585,Yes
26614,266140-99999,LH000026614,Yes
26629,266290-99999,LH000026629,Yes
26634,266340-99999,LH000026634,Yes
26653,266530-99999,BOM00026653,Yes
26666,266660-99999,BOM00026666,Yes
26695,266950-99999,RSM00026695,Yes
26701,267010-99999,BOM00026701,Yes
26702,267020-99999,RSM00026702,Yes
26706,267060-99999,BOM00026706,Yes
26730,267300-99999,LH000026730,Yes
26763,267630-99999,BOM00026763,Yes
26774,267740-99999,BOM00026774,Yes
26781,267810-99999,RSM00026781,Yes
26795,267950-99999,RSM00026795,Yes
26850,268500-99999,BOM00026850,Yes
26855,268550-99999,BOM00026855,Yes
26863,268630-99999,BOM00026863,Yes
26882,268820-99999,RSM00026882,Yes
26898,268980-99999,RSM00026898,Yes
26951,269510-99999,BOM00026951,Yes
26976,269760-99999,RSM00026976,Yes
26997,269970-99999,RSM00026997,Yes
27008,270080-99999,RSM00027008,Yes
27037,270370-99999,RSM00027037,Yes
27051,270510-99999,RSM00027051,Yes
27066,270660-99999,RSM00027066,Yes
27083,270830-99999,RSM00027083,Yes
27164,271640-99999,RSM00027164,Yes
27199,271990-99999,RSM00027199,Yes
27208,272080-99999,RSM00027208,Yes
27225,272250-99999,RSM00027225,Yes
27242,272420-99999,RSM00027242,Yes
27252,272520-99999,RSM00027252,Yes
27271,272710-99999,RSM00027271,Yes
27277,272770-99999,RSM00027277,Yes
27296,272960-99999,RSM00027296,Yes
27329,273290-99999,RSM00027329,Yes
27333,273330-99999,RSM00027333,Yes
27347,273470-99999,RSM00027347,Yes
27355,273550-99999,RSM00027355,Yes
27385,,,Yes
27393,273930-99999,RSM00027393,Yes
27402,274020-99999,RSM00027402,Yes
27417,274170-99999,RSM00027417,Yes
27425,,,Yes
27459,274590-99999,RSM00027459,Yes
27485,274850-99999,RSM00027485,Yes
27509,275090-99999,RSM00027509,Yes
27532,275320-99999,RSM00027532,Yes
27581,275810-99999,RSM00027581,Yes
27595,275950-99999,RSM00027595,Yes
27612,276120-99999,RSM00027612,Yes
27625,276250-99999,RSM00027625,Yes
27648,276480-99999,RSM00027648,Yes
27653,276530-99999,RSM00027653,Yes
27665,276650-99999,RSM00027665,Yes
27675,276750-99999,RSM00027675,Yes
27703,277030-99999,RSM00027703,Yes
27707,277070-99999,RSM00027707,Yes
27719,277190-99999,RSM00027719,Yes
27730,277300-99999,RSM00027730,Yes
27756,277560-99999,,Yes
27760,277600-99999,RSM00027760,Yes
27799,277990-99999,RSM00027799,Yes
27814,,,Yes
27823,278230-99999,RSM00027823,Yes
27857,278570-99999,RSM00027857,Yes
27858,278580-99999,RSM00027858,Yes
27872,278720-99999,RSM00027872,Yes
27906,279060-99999,RSM00027906,Yes
27928,279280-99999,RSM00027928,Yes
27930,279300-99999,RSM00027930,Yes
27935,279350-99999,RSM00027935,Yes
27947,279470-99999,RSM00027947,Yes
27957,279570-99999,RSM00027957,Yes
27962,279620-99999,RSM00027962,Yes
27995,279950-99999,RSM00027995,Yes
28009,280090-99999,RSM00028009,Yes
28044,280440-99999,RSM00028044,Yes
28049,280490-99999,RSM00028049,Yes
28064,280640-99999,RSM00028064,Yes
28076,280760-99999,RSM00028076,Yes
28116,281160-99999,RSM00028116,Yes
28138,281380-99999,RSM00028138,Yes
28144,281440-99999,RSM00028144,Yes
28214,282140-99999,RSM00028214,Yes
28224,282240-99999,RSM00028224,Yes
28225,282250-99999,RSM00028225,
28240,282400-99999,RSM00028240,Yes
28255,282550-99999,RSM00028255,Yes
28275,282750-99999,RSM00028275,Yes
28312,283120-99999,RSM00028312,Yes
28319,283190-99999,RSM00028319,Yes
28321,283210-99999,RSM00028321,Yes
28333,283330-99999,,Yes
28334,283340-99999,RSM00028334,Yes
28366,283660-99999,,Yes
28367,283670-99999,RSM00028367,Yes
28382,283820-99999,RSM00028382,Yes
28402,,RSM00028402,Yes
28411,284110-99999,RSM00028411,Yes
28418,284180-99999,RSM00028418,Yes
28419,284190-99999,RSM00028419,Yes
28434,284340-99999,RSM00028434,Yes
28440,284400-99999,RSM00028440,Yes
28445,284450-99999,RSM00028445,Yes
28481,284810-99999,RSM00028481,Yes
28491,284910-99999,RSM00028491,Yes
28493,284930-99999,RSM00028493,Yes
28506,285060-99999,RSM00028506,Yes
28517,285170-99999,RSM00028517,Yes
28537,285370-99999,RSM00028537,Yes
28552,285520-99999,RSM00028552,Yes
28561,285610-99999,RSM00028561,Yes
28573,285730-99999,RSM00028573,Yes
28593,285930-99999,RSM00028593,Yes
28621,286210-99999,RSM00028621,Yes
28624,286240-99999,RSM00028624,Yes
28630,286300-99999,RSM00028630,Yes
28642,286420-99999,RSM00028642,
28645,286450-99999,,Yes
28655,286550-99999,RSM00028655,Yes
28661,286610-99999,RSM00028661,Yes
28666,286660-99999,RSM00028666,Yes
28676,286760-99999,KZ000028676,Yes
28679,286790-99999,,
28698,286980-99999,RSM00028698,Yes
28704,287040-99999,RSM00028704,Yes
28711,287110-99999,RSM00028711,Yes
28719,287190-99999,RSM00028719,Yes
28722,287220-99999,RSM00028722,Yes
28748,287480-99999,RSM00028748,Yes
28766,287660-99999,KZ000028766,Yes
28797,287970-99999,RSM00028797,Yes
28799,287990-99999,RSM00028799,Yes
28802,,RSM00028802,Yes
28806,288060-99999,RSM00028806,Yes
28823,288230-99999,RSM00028823,Yes
28825,288250-99999,RSM00028825,Yes
28833,288330-99999,RSM00028833,Yes
28838,288380-99999,RSM00028838,Yes
28867,288670-99999,KZ000028867,Yes
28873,288730-99999,KZ000028873,Yes
28879,288790-99999,KZ000028879,Yes
28895,288950-99999,RSM00028895,Yes
28900,289000-99999,RSM00028900,Yes
28908,289080-99999,RSM00028908,Yes
28916,289160-99999,RSM00028916,Yes
28952,289520-99999,KZ000028952,Yes
28966,289660-99999,KZ000028966,Yes
28978,289780-99999,KZ000028978,Yes
28984,289840-99999,KZ000028984,Yes
29023,290230-99999,RSM00029023,Yes
29111,291110-99999,RSM00029111,Yes
29122,291220-99999,RSM00029122,Yes
29154,,,Yes
29209,292090-99999,RSM00029209,Yes
29231,292310-99999,RSM00029231,Yes
29253,292530-99999,RSM00029253,Yes
29263,292630-99999,RSM00029263,Yes
29282,292820-99999,RSM00029282,Yes
29313,293130-99999,RSM00029313,Yes
29328,293280-99999,RSM00029328,Yes
29348,293480-99999,RSM00029348,Yes
29363,293630-99999,RSM00029363,Yes
29393,293930-99999,RSM00029393,Yes
29405,294050-99999,RSM00029405,Yes
29418,294180-99999,RSM00029418,Yes
29430,294300-99999,RSM00029430,Yes
29456,294560-99999,RSM00029456,Yes
29464,294640-99999,RSM00029464,Yes
29467,294670-99999,RSM00029467,Yes
29471,294710-99999,RSM00029471,Yes
29477,294770-99999,RSM00029477,Yes
29481,294810-99999,RSM00029481,Yes
29539,295390-99999,RSM00029539,Yes
29541,295410-99999,RSM00029541,Yes
29551,295510-99999,RSM00029551,Yes
29553,295530-99999,RSM00029553,Yes
29557,295570-99999,RSM00029557,Yes
29562,295620-99999,RSM00029562,Yes
29563,295630-99999,RSM00029563,Yes
29570,295700-99999,RSM00029570,Yes
29576,295760-99999,RSM00029576,Yes
29580,295800-99999,,Yes
29581,295810-99999,RSM00029581,Yes
29587,295870-99999,RSM00029587,Yes
29594,295940-99999,RSM00029594,Yes
29605,296050-99999,RSM00029605,Yes
29612,296120-99999,RSM00029612,Yes
29631,296310-99999,RSM00029631,Yes
29634,296340-99999,RSM00029634,
29636,296360-99999,RSM00029636,Yes
29638,296380-99999,RSM00029638,Yes
29642,296420-99999,RSM00029642,
29645,296450-99999,RSM00029645,Yes
29653,296530-99999,RSM00029653,Yes
29662,296620-99999,RSM00029662,Yes
29664,296640-99999,RSM00029664,Yes
29676,296760-99999,RSM00029676,Yes
29698,296980-99999,RSM00029698,Yes
29706,297060-99999,RSM00029706,Yes
29712,297120-99999,RSM00029712,Yes
29724,297240-99999,RSM00029724,Yes
29726,297260-99999,RSM00029726,Yes
29736,297360-99999,RSM00029736,Yes
29745,297450-99999,,Yes
29749,297490-99999,,Yes
29752,297520-99999,RSM00029752,Yes
29766,297660-99999,RSM00029766,Yes
29789,297890-99999,RSM00029789,Yes
29802,298020-99999,KZ000029802,Yes
29807,298070-99999,KZ000029807,Yes
29814,298140-99999,RSM00029814,Yes
29822,298220-99999,RSM00029822,Yes
29838,298380-99999,RSM00029838,Yes
29849,298490-99999,RSM00029849,Yes
29858,298580-99999,RSM00029858,Yes
29862,298620-99999,RSM00029862,Yes
29864,298640-99999,RSM00029864,Yes
29866,298660-99999,RSM00029866,Yes
29869,298690-99999,RSM00029869,Yes
29915,299150-99999,RSM00029915,Yes
29923,299230-99999,RSM00029923,Yes
29937,299370-99999,RSM00029937,Yes
29939,299390-99999,RSM00029939,Yes
29956,299560-99999,RSM00029956,Yes
29974,299740-99999,RSM00029974,Yes
29998,299980-99999,,Yes
30028,300280-99999,RSM00030028,Yes
30037,300370-99999,,
30054,300540-99999,RSM00030054,Yes
30069,,,Yes
30089,300890-99999,RSM00030089,Yes
30157,301570-99999,RSM00030157,Yes
30173,301730-99999,,Yes
30219,302190-99999,RSM00030219,Yes
30230,302300-99999,RSM00030230,Yes
30252,302520-99999,RSM00030252,Yes
30309,303090-99999,RSM00030309,Yes
30328,303280-99999,RSM00030328,Yes
30337,303370-99999,RSM00030337,Yes
30356,303560-99999,RSM00030356,Yes
30372,303720-99999,RSM00030372,Yes
30385,303850-99999,RSM00030385,Yes
30393,303930-99999,RSM00030393,Yes
30405,304050-99999,RSM00030405,Yes
30433,304330-99999,RSM00030433,Yes
30437,304370-99999,RSM00030437,Yes
30455,304550-99999,RSM00030455,Yes
30469,304690-99999,RSM00030469,Yes
30471,304710-99999,RSM00030471,Yes
30484,304840-99999,RSM00030484,Yes
30493,304930-99999,RSM00030493,Yes
30499,304990-99999,RSM00030499,Yes
30504,305040-99999,RSM00030504,Yes
30521,305210-99999,RSM00030521,Yes
30536,305360-99999,RSM00030536,Yes
30554,305540-99999,RSM00030554,Yes
30555,305550-99999,RSM00030555,Yes
30565,305650-99999,RSM00030565,Yes
30603,306030-99999,RSM00030603,Yes
30612,306120-99999,RSM00030612,Yes
30622,306220-99999,RSM00030622,Yes
30627,306270-99999,RSM00030627,Yes
30632,306320-99999,RSM00030632,Yes
30635,306350-99999,RSM00030635,Yes
30636,306360-99999,RSM00030636,Yes
30650,306500-99999,RSM00030650,Yes
30664,306640-99999,RSM00030664,Yes
30673,306730-99999,RSM00030673,Yes
30683,306830-99999,RSM00030683,Yes
30692,306920-99999,RSM00030692,Yes
30695,306950-99999,RSM00030695,Yes
30703,307030-99999,RSM00030703,Yes
30710,307100-99999,RSM00030710,Yes
30716,,,Yes
30727,307270-99999,RSM00030727,Yes
30731,307310-99999,RSM00030731,Yes
30739,307390-99999,RSM00030739,Yes
30741,307410-99999,RSM00030741,Yes
30745,307450-99999,RSM00030745,Yes
30758,307580-99999,RSM00030758,Yes
30764,307640-99999,RSM00030764,Yes
30777,307770-99999,RSM00030777,Yes
30781,307810-99999,RSM00030781,Yes
30802,308020-99999,RSM00030802,Yes
30811,308110-99999,RSM00030811,Yes
30815,308150-99999,RSM00030815,Yes
30822,308220-99999,RSM00030822,Yes
30823,308230-99999,RSM00030823,Yes
30825,,,Yes
30829,308290-99999,RSM00030829,Yes
30838,308380-99999,RSM00030838,Yes
30844,308440-99999,RSM00030844,Yes
30846,308460-99999,RSM00030846,Yes
30859,308590-99999,RSM00030859,Yes
30862,308620-99999,RSM00030862,Yes
30879,308790-99999,RSM00030879,Yes
30915,309150-99999,RSM00030915,Yes
30925,309250-99999,RSM00030925,Yes
30935,309350-99999,RSM00030935,Yes
30949,309490-99999,RSM00030949,Yes
30954,309540-99999,RSM00030954,Yes
30957,309570-99999,RSM00030957,Yes
30965,309650-99999,RSM00030965,Yes
30975,309750-99999,RSM00030975,Yes
31004,310040-99999,RSM00031004,Yes
31005,310050-99999,RSM00031005,Yes
31026,310260-99999,RSM00031026,Yes
31054,310540-99999,RSM00031054,Yes
31062,310620-99999,RSM00031062,Yes
31088,310880-99999,RSM00031088,Yes
31092,310920-99999,RSM00031092,Yes
31102,311020-99999,RSM00031102,Yes
31123,311230-99999,RSM00031123,Yes
31137,311370-99999,RSM00031137,Yes
31152,311520-99999,RSM00031152,Yes
31168,311680-99999,RSM00031168,Yes
31174,311740-99999,RSM00031174,Yes
31235,312350-99999,RSM00031235,Yes
31253,312530-99999,RSM00031253,Yes
31285,312850-99999,RSM00031285,Yes
31295,312950-99999,RSM00031295,Yes
31299,312990-99999,RSM00031299,Yes
31300,313000-99999,RSM00031300,Yes
31329,313290-99999,RSM00031329,Yes
31348,313480-99999,RSM00031348,Yes
31362,313620-99999,RSM00031362,Yes
31369,313690-99999,RSM00031369,Yes
31371,313710-99999,RSM00031371,Yes
31388,313880-99999,RSM00031388,Yes
31397,313970-99999,RSM00031397,Yes
31416,314160-99999,RSM00031416,Yes
31436,314360-99999,RSM00031436,Yes
31439,314390-99999,RSM00031439,Yes
31442,314420-99999,RSM00031442,Yes
31443,314430-99999,RSM00031443,Yes
31445,314450-99999,RSM00031445,Yes
31474,314740-99999,RSM00031474,Yes
31478,314780-99999,RSM00031478,Yes
31484,314840-99999,RSM00031484,Yes
31489,314890-99999,RSM00031489,Yes
31510,315100-99999,RSM00031510,Yes
31521,315210-99999,RSM00031521,Yes
31527,315270-99999,RSM00031527,Yes
31532,315320-99999,RSM00031532,Yes
31534,315340-99999,RSM00031534,Yes
31538,315380-99999,RSM00031538,Yes
31561,315610-99999,RSM00031561,Yes
31562,315620-99999,RSM00031562,Yes
31586,315860-99999,RSM00031586,Yes
31587,315870-99999,RSM00031587,Yes
31594,315940-99999,RSM00031594,Yes
31624,316240-99999,RSM00031624,Yes
31632,316320-99999,RSM00031632,Yes
31655,316550-99999,RSM00031655,Yes
31677,316770-99999,RSM00031677,Yes
31702,317020-99999,RSM00031702,Yes
31707,317070-99999,RSM00031707,Yes
31713,317130-99999,RSM00031713,Yes
31725,317250-99999,RSM00031725,Yes
31733,317330-99999,RSM00031733,Yes
31735,317350-99999,RSM00031735,Yes
31754,317540-99999,RSM00031754,Yes
31770,317700-99999,RSM00031770,Yes
31788,317880-99999,RSM00031788,Yes
31801,318010-99999,RSM00031801,Yes
31825,318250-99999,RSM00031825,Yes
31829,318290-99999,RSM00031829,
31832,318320-99999,RSM00031832,Yes
31845,318450-99999,RSM00031845,Yes
31873,318730-99999,RSM00031873,Yes
31878,318780-99999,RSM00031878,Yes
31895,318950-99999,RSM00031895,Yes
31909,319090-99999,RSM00031909,Yes
31915,319150-99999,RSM00031915,Yes
31921,319210-99999,RSM00031921,Yes
31931,319310-99999,RSM00031931,Yes
31959,319590-99999,RSM00031959,Yes
31960,319600-99999,RSM00031960,Yes
31961,319610-99999,RSM00031961,Yes
31969,319690-99999,RSM00031969,Yes
31981,319810-99999,RSM00031981,Yes
31987,319870-99999,RSM00031987,Yes
31989,319890-99999,RSM00031989,Yes
32010,320100-99999,,Yes
32014,320140-99999,RSM00032014,Yes
32027,320270-99999,RSM00032027,Yes
32053,320530-99999,RSM00032053,Yes
32061,320610-99999,RSM00032061,Yes
32069,320690-99999,RSM00032069,Yes
32071,320710-99999,RSM00032071,Yes
32076,320760-99999,RSM00032076,Yes
32077,320770-99999,RSM00032077,Yes
32088,320880-99999,RSM00032088,Yes
32098,320980-99999,RSM00032098,Yes
32099,320990-99999,RSM00032099,Yes
32121,321210-99999,RSM00032121,Yes
32128,321280-99999,RSM00032128,Yes
32145,321450-99999,RSM00032145,Yes
32149,321490-99999,RSM00032149,Yes
32150,321500-99999,RSM00032150,Yes
32158,321580-99999,,Yes
32165,321650-99999,RSM00032165,Yes
32174,321740-99999,RSM00032174,Yes
32213,322130-99999,RSM00032213,Yes
32215,322150-99999,,Yes
32246,322460-99999,RSM00032246,Yes
32252,322520-99999,RSM00032252,Yes
32287,322870-99999,RSM00032287,Yes
32363,323630-99999,RSM00032363,Yes
32389,323890-99999,RSM00032389,Yes
32408,324080-99999,RSM00032408,Yes
32411,324110-99999,RSM00032411,Yes
32447,324470-99999,RSM00032447,Yes
32477,324770-99999,RSM00032477,Yes
32509,325090-99999,RSM00032509,Yes
32539,325390-99999,RSM00032539,Yes
32540,325400-99999,,Yes
32547,325470-99999,RSM00032547,Yes
32562,325620-99999,RSM00032562,Yes
32583,325830-99999,RSM00032583,Yes
32586,325860-99999,,Yes
32594,325940-99999,RSM00032594,Yes
32618,326180-99999,RSM00032618,Yes
33008,330080-99999,BOM00033008,Yes
33019,330190-99999,BOM00033019,Yes
33027,330270-99999,BOM00033027,Yes
33038,330380-99999,BOM00033038,Yes
33041,330410-99999,BOM00033041,Yes
33088,330880-99999,UPM00033088,Yes
33135,331350-99999,UPM00033135,Yes
33166,,,Yes
33261,332610-99999,UPM00033261,Yes
33275,332750-99999,UPM00033275,Yes
33301,333010-99999,UPM00033301,Yes
33317,333170-99999,UPM00033317,Yes
33325,333250-99999,UPM00033325,Yes
33345,333450-99999,UPM00033345,Yes
33377,333770-99999,UPM00033377,Yes
33393,333930-99999,UPM00033393,Yes
33415,334150-99999,UPM00033415,Yes
33466,334660-99999,UPM00033466,Yes
33506,335060-99999,UPM00033506,Yes
33562,335620-99999,UPM00033562,Yes
33587,335870-99999,UPM00033587,Yes
33631,336310-99999,UPM00033631,Yes
33658,336580-99999,UPM00033658,Yes
33664,336640-99999,UPM00033664,Yes
33678,336780-99999,MD000033678,Yes
33711,337110-99999,UPM00033711,Yes
33745,337450-99999,MD000033745,Yes
33748,337480-99999,MD000033748,Yes
33761,337610-99999,UPM00033761,Yes
33791,337910-99999,UPM00033791,Yes
33815,338150-99999,MD000033815,Yes
33829,338290-99999,MD000033829,Yes
33837,338370-99999,UPM00033837,Yes
33883,338830-99999,MD000033883,Yes
33889,338890-99999,UPM00033889,Yes
33902,339020-99999,UPM00033902,Yes
33915,339150-99999,UPM00033915,Yes
33924,339240-99999,UPM00033924,Yes
33946,339460-99999,UPM00033946,Yes
33976,339760-99999,UPM00033976,Yes
33983,339830-99999,UPM00033983,Yes
34003,340030-99999,RSM00034003,Yes
34009,340090-99999,RSM00034009,Yes
34013,340130-99999,RSM00034013,Yes
34026,,,Yes
34047,340470-99999,RSM00034047,Yes
34056,340560-99999,RSM00034056,Yes
34059,,,Yes
34072,340720-99999,RSM00034072,Yes
34098,340980-99999,RSM00034098,Yes
34110,341100-99999,RSM00034110,Yes
34122,341220-99999,,
34123,341230-99999,RSM00034123,Yes
34139,341390-99999,RSM00034139,Yes
34152,341520-99999,RSM00034152,Yes
34163,341630-99999,RSM00034163,Yes
34172,341720-99999,RSM00034172,
34186,341860-99999,RSM00034186,Yes
34202,342020-99999,RSM00034202,Yes
34238,342380-99999,RSM00034238,Yes
34240,342400-99999,RSM00034240,Yes
34247,342470-99999,RSM00034247,Yes
34262,342620-99999,RSM00034262,Yes
34273,342730-99999,RSM00034273,Yes
34289,342890-99999,RSM00034289,Yes
34300,343000-99999,UPM00034300,Yes
34321,343210-99999,RSM00034321,Yes
34336,343360-99999,RSM00034336,Yes
34356,343560-99999,RSM00034356,Yes
34357,343570-99999,RSM00034357,Yes
34391,343910-99999,RSM00034391,Yes
34398,343980-99999,KZ000034398,Yes
34415,344150-99999,UPM00034415,Yes
34432,344320-99999,RSM00034432,Yes
34438,344380-99999,RSM00034438,Yes
34476,344760-99999,RSM00034476,Yes
34504,345040-99999,UPM00034504,Yes
34535,345350-99999,RSM00034535,Yes
34545,345450-99999,RSM00034545,Yes
34555,345550-99999,RSM00034555,Yes
34560,345600-99999,RS000034561,Yes
34561,,,Yes
34578,345780-99999,RSM00034578,Yes
34579,345790-99999,RSM00034579,Yes
34581,345810-99999,KZ000034581,Yes
34601,346010-99999,UPM00034601,Yes
34644,346440-99999,RSM00034644,Yes
34646,346460-99999,RSM00034646,Yes
34655,346550-99999,RSM00034655,Yes
34662,346620-99999,RSM00034662,Yes
34712,347120-99999,UPM00034712,Yes
34720,347200-99999,RSM00034720,Yes
34730,347300-99999,RSM00034730,Yes
34740,347400-99999,RSM00034740,Yes
34743,347430-99999,RSM00034743,Yes
34759,347590-99999,RSM00034759,Yes
34785,347850-99999,RSM00034785,Yes
34798,347980-99999,KZ000034798,Yes
34824,348240-99999,RSM00034824,Yes
34838,348380-99999,RSM00034838,Yes
34845,348450-99999,RSM00034845,Yes
34858,348580-99999,RSM00034858,Yes
34861,348610-99999,RSM00034861,Yes
34866,348660-99999,RSM00034866,Yes
34880,348800-99999,RSM00034880,Yes
34887,348870-99999,RSM00034887,Yes
34927,349270-99999,RSM00034927,Yes
34929,349290-99999,,Yes
34949,349490-99999,RSM00034949,Yes
34954,349540-99999,RSM00034954,Yes
34958,349580-99999,RSM00034958,Yes
34984,349840-99999,RSM00034984,Yes
35007,350070-99999,RSM00035007,Yes
35011,350110-99999,RSM00035011,Yes
35026,350260-99999,RSM00035026,Yes
35041,350410-99999,RSM00035041,Yes
35053,350530-99999,KZ000035053,Yes
35078,350780-99999,KZ000035078,Yes
35085,350850-99999,KZ000035085,Yes
35108,351080-99999,KZ000035108,Yes
35118,351180-99999,KZ000035118,Yes
35121,351210-99999,RSM00035121,Yes
35127,351270-99999,RSM00035127,Yes
35173,351730-99999,KZ000035173,Yes
35188,351880-99999,KZ000035188,Yes
35217,352170-99999,KZ000035217,Yes
35229,352290-99999,KZ000035229,Yes
35233,352330-99999,RSM00035233,Yes
35302,353020-99999,KZ000035302,Yes
35344,353440-99999,KZ000035344,Yes
35358,353580-99999,KZ000035358,Yes
35361,353610-99999,KZ000035361,Yes
35394,353940-99999,KZ000035394,Yes
35406,354060-99999,KZ000035406,Yes
35416,354160-99999,KZ000035416,Yes
35426,354260-99999,KZ000035426,Yes
35437,354370-99999,KZ000035437,Yes
35497,354970-99999,KZ000035497,Yes
35498,354980-99999,KZ000035498,Yes
35522,355220-99999,KZ000035522,Yes
35542,355420-99999,KZ000035542,Yes
35576,355760-99999,KZ000035576,Yes
35582,355820-99999,KZ000035582,Yes
35671,356710-99999,KZ000035671,Yes
35699,356990-99999,KZ000035699,Yes
35700,357000-99999,KZ000035700,Yes
35746,357460-99999,KZ000035746,Yes
35777,357770-99999,KZ000035777,Yes
35796,357960-99999,KZ000035796,Yes
35849,358490-99999,KZ000035849,Yes
35925,359250-99999,KZ000035925,Yes
35927,359270-99999,KZ000035927,Yes
35953,359530-99999,KZ000035953,Yes
36001,360010-99999,KZ000036001,Yes
36003,360030-99999,KZ000036003,Yes
36022,360220-99999,RSM00036022,Yes
36034,360340-99999,RSM00036034,Yes
36038,360380-99999,RSM00036038,Yes
36045,360450-99999,RSM00036045,Yes
36055,,,Yes
36058,360580-99999,RSM00036058,Yes
36061,360610-99999,RSM00036061,Yes
36064,360640-99999,RSM00036064,Yes
36096,360960-99999,RSM00036096,Yes
36099,,,Yes
36103,361030-99999,RSM00036103,Yes
36126,361260-99999,KZ000036126,Yes
36152,361520-99999,KZ000036152,Yes
36177,361770-99999,KZ000036177,Yes
36186,361860-99999,KZ000036186,Yes
36208,362080-99999,KZ000036208,Yes
36229,362290-99999,RSM00036229,Yes
36231,362310-99999,RSM00036231,Yes
36259,362590-99999,RSM00036259,Yes
36278,362780-99999,RSM00036278,Yes
36307,363070-99999,RSM00036307,Yes
36392,363920-99999,KZ000036392,Yes
36397,363970-99999,KZ000036397,Yes
36403,364030-99999,KZ000036403,Yes
36418,364180-99999,KZ000036418,Yes
36421,364210-99999,KZ000036421,Yes
36428,364280-99999,KZ000036428,Yes
36439,364390-99999,KZ000036439,Yes
36442,364420-99999,RSM00036442,Yes
36467,364670-99999,KZ000036467,Yes
36498,364980-99999,KZ000036498,Yes
36501,365010-99999,KZ000036501,Yes
36535,365350-99999,KZ000036535,Yes
36622,366220-99999,KZ000036622,Yes
36643,366430-99999,KZ000036643,Yes
36665,366650-99999,KZ000036665,Yes
36729,367290-99999,KZ000036729,Yes
36736,367360-99999,KZ000036736,Yes
36773,367730-99999,KZ000036773,Yes
36777,367770-99999,KZ000036777,Yes
36778,367780-99999,KZ000036778,Yes
36786,367860-99999,KZ000036786,Yes
36821,368210-99999,KZ000036821,Yes
36839,368390-99999,KZ000036839,Yes
36846,368460-99999,KZ000036846,Yes
36859,368590-99999,KZ000036859,Yes
36864,368640-99999,KZ000036864,Yes
36870,368700-99999,KZ000036870,Yes
36885,368850-99999,KZ000036885,Yes
36889,368890-99999,KZ000036889,Yes
36894,368940-99999,KZ000036894,Yes
36911,369110-99999,KG000036911,Yes
36927,369270-99999,KG000036927,Yes
36953,369530-99999,KG000036953,Yes
36974,369740-99999,KG000036974,Yes
36982,369820-99999,KG000036982,Yes
37001,370010-99999,RSM00037001,Yes
37018,370180-99999,RSM00037018,Yes
37021,370210-99999,RSM00037021,Yes
37031,370310-99999,RSM00037031,Yes
37036,370360-99999,RSM00037036,Yes
37054,370540-99999,RSM00037054,Yes
37058,370580-99999,RSM00037058,Yes
37061,370610-99999,RSM00037061,Yes
37075,370750-99999,RSM00037075,Yes
37089,,RSM00037089,Yes
37099,370990-99999,RSM00037099,Yes
37107,371070-99999,RSM00037107,Yes
37112,,,Yes
37123,,RSM00037123,Yes
37126,371260-99999,RSM00037126,Yes
37163,371630-99999,RSM00037163,Yes
